Job_Name,Salary_Range,Company,Location,Required_Skills,Updated_Time,Detail_Link
Quản Lý Dự Án CRM (Project Manager),Thoả thuận,Công ty cổ phần giải pháp MKT,Hà Nội: Thanh Xuân,"Quản Lý Dự Án, CRM, Giao tiếp",1 ngày trước,https://www.topcv.vn/viec-lam/quan-ly-du-an-crm-project-manager/1912143.html?ta_source=ITJobs_LinkDetail
"Java Developer (Finance, E-Wallet)",18 - 33 triệu,Công ty CP Kinh doanh F88,Hà Nội: Cầu Giấy,"Java, Spring Framework (spring Boot, Spring Mvc), RESTful APIs",1 ngày trước,https://www.topcv.vn/viec-lam/java-developer-finance-e-wallet/1912035.html?ta_source=ITJobs_LinkDetail
Product Manager (Mobile App),Thoả thuận,Công ty TNHH Dịch vụ công nghệ TP,Hà Nội: Thanh Xuân,"Nghiên Cứu Thị Trường, Phân Tích Thị Trường, Quản Lý Sản Phẩm",1 ngày trước,https://www.topcv.vn/viec-lam/product-manager-mobile-app/1763625.html?ta_source=ITJobs_LinkDetail
Nhân Viên Phát Triển Phần Mềm Quản Lý Bán Hàng,Thoả thuận,Công ty Cổ phần Công nghệ Heno,Hà Nội: Nam Từ Liêm,N/A,1 ngày trước,https://www.topcv.vn/viec-lam/nhan-vien-phat-trien-phan-mem-quan-ly-ban-hang/1508329.html?ta_source=ITJobs_LinkDetail
Thực Tập Sinh Master Data,Từ 3 triệu,CÔNG TY CỔ PHẦN MAYCHA,Hồ Chí Minh: Quận 3,"Excel, Tin học văn phòng, Tư duy logic",1 ngày trước,https://www.topcv.vn/viec-lam/thuc-tap-sinh-master-data/1911194.html?ta_source=ITJobs_LinkDetail
Kiểm Thử Game,5 - 15 triệu,CÔNG TY CỔ PHẦN CÔNG NGHỆ BMH,Hà Nội: Cầu Giấy,"Kiểm thử phần mềm, Báo Cáo Lỗi, Phân Tích Lỗi",1 ngày trước,https://www.topcv.vn/viec-lam/kiem-thu-game/1911244.html?ta_source=ITJobs_LinkDetail
Giảng Viên Quản Trị Vận Hành Hệ Thống Mạng,Thoả thuận,CÔNG TY CỔ PHẦN HƯỚNG NGHIỆP Á ÂU,Cần Thơ: Ninh KiềuHồ Chí Minh: Quận 3Bình Dương: Thủ Dầu MộtĐà Nẵng: Cẩm LệHà Nội: Cầu Giấy,"Kỹ Năng Giảng Dạy Và Truyền Đạt Kiến Thức, Kiến Thức Chuyên Sâu Về Quản Trị Vận Hành Hệ Thống, Khả Năng Giải Quyết Vấn Đề Và Xử Lý Sự Cố Mạng",1 ngày trước,https://www.topcv.vn/viec-lam/giang-vien-quan-tri-van-hanh-he-thong-mang/1564028.html?ta_source=ITJobs_LinkDetail
Kỹ Sư Lập Trình Nhúng (Phòng R&D),Thoả thuận,Công ty Cổ phần Công nghệ Teksea,Hà Nội: Cầu Giấy,"Thiết Kế Mạch Điện Tử Cơ Bản, Hệ Điều Hành Thời Gian Thực (rtos)",1 ngày trước,https://www.topcv.vn/viec-lam/ky-su-lap-trinh-nhung-phong-rd/1759150.html?ta_source=ITJobs_LinkDetail
Devops Engineer,20 - 40 triệu,Công ty CP FINT Việt Nam,Hà Nội: Cầu Giấy,"Linux System Administration, Cloud Computing (aws, Azure, Gcp), Containerization (docker, Kubernetes)",1 ngày trước,https://www.topcv.vn/viec-lam/devops-engineer/1911174.html?ta_source=ITJobs_LinkDetail
Junior Developer,15 - 25 triệu,CÔNG TY CỔ PHẦN GIẢI PHÁP ATOM,Hồ Chí Minh: Quận 7,"Làm việc nhóm, Quản lý thời gian, Giao tiếp",1 ngày trước,https://www.topcv.vn/viec-lam/junior-developer/1767756.html?ta_source=ITJobs_LinkDetail
Kỹ Thuật Lập Trình / Programmer Engineer (PE) Thu Nhập Từ 10 Đến 15 Triệu + Phụ Cấp + Thưởng Dự Án/Doanh ThuTại Hà Nội,10 - 15 triệu,Công ty Cổ phần AVPlus,Hà Nội,N/A,1 ngày trước,https://www.topcv.vn/viec-lam/ky-thuat-lap-trinh-programmer-engineer-pe-thu-nhap-tu-10-den-15-trieu-phu-cap-thuong-du-an-doanh-thutai-ha-noi/1874451.html?ta_source=ITJobs_LinkDetail
Kỹ Sư Java,Thoả thuận,CÔNG TY CỔ PHẦN CÔNG NGHỆ SMILE,Nhật Bản,"Java, SQL, Spring Framework",1 ngày trước,https://www.topcv.vn/viec-lam/ky-su-java/1911049.html?ta_source=ITJobs_LinkDetail
Project Management Office,Thoả thuận,CÔNG TY CỔ PHẦN CÔNG NGHỆ SMILE,Nhật Bản,"Giao tiếp, Phân tích dữ liệu, Quản Lý Dự Án",1 ngày trước,https://www.topcv.vn/viec-lam/project-management-office/1911052.html?ta_source=ITJobs_LinkDetail
Kỹ Sư Giải Pháp (Solution Engineer),9 - 12 triệu,CÔNG TY TNHH GIẢI PHÁP CÔNG NGHỆ ECO - SMART,Bình Dương: Thuận AnHồ Chí Minh: Quận 12,"Hiểu Biết Về Thiết Bị Công Nghiệp, Sơ Đồ Điện, Hiểu Biết Về Iot",1 ngày trước,https://www.topcv.vn/viec-lam/ky-su-giai-phap-solution-engineer/1911105.html?ta_source=ITJobs_LinkDetail
Nhân Viên IT (Angular Developer),10 - 25 triệu,CÔNG TY CỔ PHẦN TINASOFT VIỆT NAM,Hà Nội: Thanh Xuân,N/A,1 ngày trước,https://www.topcv.vn/viec-lam/nhan-vien-it-angular-developer/1222155.html?ta_source=ITJobs_LinkDetail
Nhân Viên Kỹ Thuật,8 - 15 triệu,CÔNG TY TNHH TRUYỀN THÔNG VÀ GIẢI TRÍ ANGEL K,Hồ Chí Minh: Quận 11,"Tư duy logic, Giải quyết vấn đề, đọc hiểu tài liệu kỹ thuật",1 ngày trước,https://www.topcv.vn/viec-lam/nhan-vien-ky-thuat/1910959.html?ta_source=ITJobs_LinkDetail
2D Game Artist,8 - 15 triệu,CÔNG TY CỔ PHẦN CÔNG NGHỆ VÀ TRUYỀN THÔNG NETVIET,Hà Nội: Cầu Giấy,"Photoshop, Figma, Tư duy sáng tạo",1 ngày trước,https://www.topcv.vn/viec-lam/2d-game-artist/576767.html?ta_source=ITJobs_LinkDetail
Junior Infra Engineer,Thoả thuận,Công Ty TNHH Avepoint Việt Nam,Hà Nội: Thanh Xuân,"Linux, Networking, Automation",1 ngày trước,https://www.topcv.vn/viec-lam/junior-infra-engineer/1867486.html?ta_source=ITJobs_LinkDetail
ReactJS Developer,Thoả thuận,Công ty Cổ phần Kaopiz Software,Hà Nội: Nam Từ Liêm,"Javascript, ReactJS, HTML",1 ngày trước,https://www.topcv.vn/viec-lam/reactjs-developer/1911632.html?ta_source=ITJobs_LinkDetail
PHP Teamleader,Thoả thuận,Công ty Cổ phần Kaopiz Software,Hà Nội: Nam Từ Liêm,"PHP, MySQL, HTML",1 ngày trước,https://www.topcv.vn/viec-lam/php-teamleader/1911626.html?ta_source=ITJobs_LinkDetail
"Embedded Software Developer For AI App (Ít Nhất 1 Năm Kinh Nghiệm, Ko Nhận Fresher, C/C++, Python, Shell Script)",Thoả thuận,Công ty TNHH Vietsol,Hà Nội: Long Biên,"Thiết Kế Mạch Điện Tử, Hệ Điều Hành Thời Gian Thực (rtos)",1 ngày trước,https://www.topcv.vn/viec-lam/embedded-software-developer-for-ai-app-it-nhat-1-nam-kinh-nghiem-ko-nhan-fresher-c-c-python-shell-script/1557688.html?ta_source=ITJobs_LinkDetail
Senior IOS Developer,35 - 55 triệu,Apero Technologies Group,Hồ Chí Minh: Quận 7,"XCode, iOS SDK, Ui Ux Design",1 ngày trước,https://www.topcv.vn/viec-lam/senior-ios-developer/1893297.html?ta_source=ITJobs_LinkDetail
Senior Devops (Thu Nhập 18 - 30 Triệu),18 - 30 triệu,CÔNG TY CỔ PHẦN CÔNG NGHỆ VINORSOFT,Hồ Chí Minh: Quận 3Hà Nội: Đống Đa,N/A,1 ngày trước,https://www.topcv.vn/viec-lam/senior-devops-thu-nhap-18-30-trieu/1892974.html?ta_source=ITJobs_LinkDetail
Senior Odoo Developer,Tới 40 triệu,Công ty Cổ phần Giải pháp Công nghệ TTC Việt Nam,Hà Nội,"Odoo Development, Python, PostgreSQL",1 ngày trước,https://www.topcv.vn/viec-lam/senior-odoo-developer/1894145.html?ta_source=ITJobs_LinkDetail
Mid/Senior Java Developers (IAM/One Identity – Insurance Domain),Từ 50 triệu,DATAX POWER LTD,Hà Nội: Nam Từ Liêm,N/A,1 ngày trước,https://www.topcv.vn/viec-lam/mid-senior-java-developers-iam-one-identity-insurance-domain/1893215.html?ta_source=ITJobs_LinkDetail
Java Developer (Dự Án Bank) Từ 4 Năm Kinh Nghiệm Lương Up To 27M,Tới 27 triệu,Công ty Cổ phần Giải pháp Công nghệ TTC Việt Nam,Hà Nội: Cầu Giấy,"Java, RESTful APIs, Object Oriented Programming (oop)",1 ngày trước,https://www.topcv.vn/viec-lam/java-developer-du-an-bank-tu-4-nam-kinh-nghiem-luong-up-to-27m/1893100.html?ta_source=ITJobs_LinkDetail
"Nhân Viên Dọn Máy, Dựng Máy Android - Hệ Thống Box Phone Farm (Đi Làm Ngay) Được Đào Tạo Nếu Không Biết Việc",7 - 9 triệu,CÔNG TY TNHH GIẢI PHÁP VÀ CÔNG NGHỆ BESTMOON,Hồ Chí Minh: Quận 12,"Khả Năng Làm Việc Độc Lập, Khả Năng Học Hỏi Nhanh, Khả Năng Làm Việc Nhóm",1 ngày trước,https://www.topcv.vn/viec-lam/nhan-vien-don-may-dung-may-android-he-thong-box-phone-farm-di-lam-ngay-duoc-dao-tao-neu-khong-biet-viec/1892527.html?ta_source=ITJobs_LinkDetail
IT Support (Hosting),Thoả thuận,Viettel IDC,"Hà Nội: Hoàng Mai, Thanh Xuân","Giải quyết vấn đề, Khắc Phục Sự Cố Hệ Thống, Kiến Thức Về Hệ Điều Hành Linux Windows Server",1 ngày trước,https://www.topcv.vn/viec-lam/it-support-hosting/1893654.html?ta_source=ITJobs_LinkDetail
Frontend Developer - Từ 03 Năm Kinh Nghiệm - Thu Nhập Hấp Dẫn,Thoả thuận,Công ty Cổ phần Tập đoàn TDI,Hà Nội: Hoài Đức,N/A,1 ngày trước,https://www.topcv.vn/viec-lam/frontend-developer-tu-03-nam-kinh-nghiem-thu-nhap-hap-dan/1891528.html?ta_source=ITJobs_LinkDetail
Backend Developer - Từ 3 Năm Kinh Nghiệm - Thu Nhập Hấp Dẫn - Phỏng Vấn Đi Làm Ngay,Thoả thuận,Công ty Cổ phần Tập đoàn TDI,Hà Nội: Hoài Đức,N/A,1 ngày trước,https://www.topcv.vn/viec-lam/backend-developer-tu-3-nam-kinh-nghiem-thu-nhap-hap-dan-phong-van-di-lam-ngay/1892914.html?ta_source=ITJobs_LinkDetail
"Backend Developer - Cloud Product (Golang, Java)",25 - 40 triệu,Công ty cổ phần Hạ tầng Viễn thông CMC Telecom,Hà Nội: Cầu Giấy,N/A,1 ngày trước,https://www.topcv.vn/viec-lam/backend-developer-cloud-product-golang-java/1351473.html?ta_source=ITJobs_LinkDetail
"Senior Frontend Developer (ReactJS, Typescript)",25 - 35 triệu,Công ty cổ phần Hạ tầng Viễn thông CMC Telecom,Hà Nội: Cầu Giấy,"Git, Javascript (es6+), React, Angular, Hoặc Vue.js",1 ngày trước,https://www.topcv.vn/viec-lam/senior-frontend-developer-reactjs-typescript/1684009.html?ta_source=ITJobs_LinkDetail
IT Maintenance & Troubleshooting Engineer (IT Engineer),15 - 20 triệu,CHI NHÁNH CÔNG TY TNHH KDDI VIỆT NAM TẠI THÀNH PHỐ HỒ CHÍ MINH,Hồ Chí Minh: Quận 2,"Làm việc nhóm, Khắc phục sự cố, Kiến Thức Về Mạng Máy Tính",1 ngày trước,https://www.topcv.vn/viec-lam/it-maintenance-troubleshooting-engineer-it-engineer/1893577.html?ta_source=ITJobs_LinkDetail
Python Backend Developer,Thoả thuận,CÔNG TY CỔ PHẦN ĐẦU TƯ GLOBALTECH,Hồ Chí Minh: Phú Nhuận,N/A,1 ngày trước,https://www.topcv.vn/viec-lam/python-backend-developer/1894080.html?ta_source=ITJobs_LinkDetail
Chuyên Viên Phân Tích Nghiệp Vụ (Power Platform),Thoả thuận,Công ty Cổ phần Xuất nhập khẩu Bến Tre,Hồ Chí Minh: Quận 3,"Phân tích dữ liệu, Phân Tích Nghiệp Vụ, Mô Hình Hóa Quy Trình",1 ngày trước,https://www.topcv.vn/viec-lam/chuyen-vien-phan-tich-nghiep-vu-power-platform/1894225.html?ta_source=ITJobs_LinkDetail
[Middle] Mobile Developer (React Native),Thoả thuận,CÔNG TY CỔ PHẦN HOLA TECH,Hà Nội: Nam Từ Liêm,"Mobile Ui Ux, Tiếng Anh",1 ngày trước,https://www.topcv.vn/viec-lam/middle-mobile-developer-react-native/1893184.html?ta_source=ITJobs_LinkDetail
Junior/ Middle Business Analyst,Tới 30 triệu,CÔNG TY CỔ PHẦN CÔNG NGHỆ UPP TOÀN CẦU,Hà Nội: Cầu Giấy,"Business Analyst, Quản Lý Dự Án, Kỹ năng giải quyết vấn đề",1 ngày trước,https://www.topcv.vn/viec-lam/junior-middle-business-analyst/1541046.html?ta_source=ITJobs_LinkDetail
.NET Developer - 02 Năm Kinh Nghiệm - Lương 15 Đến 20 Triệu + Phụ Cấp + Thưởng - Thanh Xuân (Hà Nội),15 - 20 triệu,CÔNG TY CỔ PHẦN VIỄN THÔNG INTERCOM VIỆT NAM,Hà Nội: Thanh Xuân,"ASP.NET, C#, PostgreSQL",1 ngày trước,https://www.topcv.vn/viec-lam/net-developer-02-nam-kinh-nghiem-luong-15-den-20-trieu-phu-cap-thuong-thanh-xuan-ha-noi/1862748.html?ta_source=ITJobs_LinkDetail
Nhân Viên Quản Trị Hệ Thống - Đi Làm Ngay,Thoả thuận,CÔNG TY CỔ PHẦN TRUYỀN HÌNH TƯƠNG TÁC VIỆT NAM,Hà Nội: Ba Đình,"Quản Trị Hệ Điều Hành (windows Server, Linux), Ảo Hóa (vmware, Hyper V), Bảo Mật Hệ Thống",1 ngày trước,https://www.topcv.vn/viec-lam/nhan-vien-quan-tri-he-thong-di-lam-ngay/1893750.html?ta_source=ITJobs_LinkDetail
.Net Developer (Từ 2 - 7 Năm Kinh Nghiệm),15 - 40 triệu,Công ty Cổ phần Hệ thống Công nghệ ETC,Hà Nội: Cầu Giấy,".net Framework .net Core, C#, Asp.net Asp.net Core",1 ngày trước,https://www.topcv.vn/viec-lam/net-developer-tu-2-7-nam-kinh-nghiem/1894111.html?ta_source=ITJobs_LinkDetail
Kỹ Sư Vận Hành Ứng Dụng,Thoả thuận,SHBFinance,Hà Nội: Hai Bà Trưng,"Linux, AWS, Docker",1 ngày trước,https://www.topcv.vn/viec-lam/ky-su-van-hanh-ung-dung/1894240.html?ta_source=ITJobs_LinkDetail
Python Developer,Thoả thuận,"INFINIQ Vietnam Co.,ltd",Hà Nội: Đống Đa,"Python, Kiểm Soát Phiên Bản (git), Lập Trình Hướng Đối Tượng (oop)",1 ngày trước,https://www.topcv.vn/viec-lam/python-developer/1893534.html?ta_source=ITJobs_LinkDetail
.NET Developer Thu Nhập Hấp Dẫn,Thoả thuận,Công ty cổ phần XNK Đầu tư và Công nghệ HD Việt Nam,"Hà Nội: Hà Đông, Đống Đa","C#, Git, .net Framework .net Core .net",1 ngày trước,https://www.topcv.vn/viec-lam/net-developer-thu-nhap-hap-dan/1668817.html?ta_source=ITJobs_LinkDetail
Software Tester,Thoả thuận,"INFINIQ Vietnam Co.,ltd",Hà Nội: Cầu Giấy,"phân tích yêu cầu, Viết Testcase, Báo Cáo Lỗi",1 ngày trước,https://www.topcv.vn/viec-lam/software-tester/1665902.html?ta_source=ITJobs_LinkDetail
Nhân Viên IT - Lương Từ 12 Đến 18 Triệu (Hồ Chí Minh),12 - 18 triệu,Công ty TNHH Quốc tế Sala,Hồ Chí Minh: Quận 3,N/A,1 ngày trước,https://www.topcv.vn/viec-lam/nhan-vien-it-luong-tu-12-den-18-trieu-ho-chi-minh/1893088.html?ta_source=ITJobs_LinkDetail
Business Analyst (Lương Cứng 12-20 Triệu/Tháng),18 - 25 triệu,CÔNG TY TNHH ĐẦU TƯ THƯƠNG MẠI TBESTPRO,Hà Nội: Hà Đông,N/A,1 ngày trước,https://www.topcv.vn/viec-lam/business-analyst-luong-cung-12-20-trieu-thang/1893182.html?ta_source=ITJobs_LinkDetail
Business Analyst (Dự Án ERP Cho Cơ Quan Nhà Nước),10 - 18 triệu,CÔNG TY CP CÔNG NGHỆ HẢI NAM TECH,Hà Nội: Cầu Giấy,"Làm việc nhóm, Giao tiếp, Quản Lý Dự Án",1 ngày trước,https://www.topcv.vn/viec-lam/business-analyst-du-an-erp-cho-co-quan-nha-nuoc/1893467.html?ta_source=ITJobs_LinkDetail
"ReactJS Developer [Middle - Senior, Onsite]",Tới 30 triệu,Công Ty Cổ Phần Công Nghệ VMO Holdings,Hà Nội: Hai Bà Trưng,"NextJS, ReactJS, Javascript (es6+)",1 ngày trước,https://www.topcv.vn/viec-lam/reactjs-developer-middle-senior-onsite/1893660.html?ta_source=ITJobs_LinkDetail
Java Developer Fullstack (Junior),12 - 20 triệu,CÔNG TY CỔ PHẦN BUCA,Hà Nội: Từ Liêm,"CSS, Git, HTML",1 ngày trước,https://www.topcv.vn/viec-lam/java-developer-fullstack-junior/1852553.html?ta_source=ITJobs_LinkDetail
Chuyên Viên Triển Khai Phần Mềm,Thoả thuận,CÔNG TY CỔ PHẦN TÀI NGUYÊN TRI THỨC VIỆT NĂNG,Hồ Chí Minh: Bình Thạnh,"Giao tiếp, Kỹ năng giải quyết vấn đề, phân tích yêu cầu",1 ngày trước,https://www.topcv.vn/viec-lam/chuyen-vien-trien-khai-phan-mem/1893774.html?ta_source=ITJobs_LinkDetail
Game Tester,Tới 25 triệu,Công Ty TNHH Giải Pháp Đào Tạo Chất Lượng,Hồ Chí Minh: Quận 2,"Kiểm thử phần mềm, Báo Cáo Lỗi, Phân Tích Lỗi",1 ngày trước,https://www.topcv.vn/viec-lam/game-tester/1847995.html?ta_source=ITJobs_LinkDetail
Software Tester - Work Management Domain,"Tới 1,000 USD",Công ty Cổ Phần Base Enterprise,Hà Nội: Thanh Xuân,"Kỹ năng giao tiếp, Kỹ Năng Phân Tích Yêu Cầu, Kiến Thức Về Kiểm Thử Phần Mềm",1 ngày trước,https://www.topcv.vn/viec-lam/software-tester-work-management-domain/1893875.html?ta_source=ITJobs_LinkDetail
Front-End Developer Intern,Thoả thuận,Công ty TNHH SETA international Việt Nam,Hà Nội: Cầu Giấy,"HTML, CSS, Javascript",1 ngày trước,https://www.topcv.vn/viec-lam/front-end-developer-intern/1893419.html?ta_source=ITJobs_LinkDetail
"Fresher Java (6 Tháng-1 Năm Kinh Nghiệm, Thu Nhập 8-12tr/Tháng)",8 - 12 triệu,Công ty Cổ phần đầu tư Công Nghệ và Thương Mại Softdreams,"Hà Nội: Nam Từ Liêm, Cầu Giấy",N/A,1 ngày trước,https://www.topcv.vn/viec-lam/fresher-java-6-thang-1-nam-kinh-nghiem-thu-nhap-8-12tr-thang/1767772.html?ta_source=ITJobs_LinkDetail
"Nhân Viên IT Help Desk - Đi Làm Ngay - 1 Năm Kinh Nghiệm Trở Lên - Tại Ba Đình, HN - Phúc Lợi Tốt, Thu Nhập Cao",Thoả thuận,CÔNG TY CỔ PHẦN TRUYỀN HÌNH TƯƠNG TÁC VIỆT NAM,Hà Nội: Ba Đình,"Hỗ Trợ Kỹ Thuật, Giải quyết vấn đề, Khả Năng Giao Tiếp",1 ngày trước,https://www.topcv.vn/viec-lam/nhan-vien-it-help-desk-di-lam-ngay-1-nam-kinh-nghiem-tro-len-tai-ba-dinh-hn-phuc-loi-tot-thu-nhap-cao/1893769.html?ta_source=ITJobs_LinkDetail
.Net Developer,30 - 45 triệu,CÔNG TY CỔ PHẦN CÔNG NGHỆ ALPHAWAY,Hồ Chí Minh: Quận 1,".net Framework Core, C#, Asp.net (mvc Web Api)",1 ngày trước,https://www.topcv.vn/viec-lam/net-developer/1911612.html?ta_source=ITJobs_LinkDetail
Junior IOS Developer,Thoả thuận,CÔNG TY CỔ PHẦN KAOPIZ HOLDINGS,Hà Nội: Nam Từ Liêm,"Swift-Objective-C, iOS SDK, XCode",1 ngày trước,https://www.topcv.vn/viec-lam/junior-ios-developer/1911618.html?ta_source=ITJobs_LinkDetail
Business Analyst (Product),Thoả thuận,Viettel IDC,Hà Nội: Thanh Xuân,"Làm việc nhóm, Quản Lý Dự Án, phân tích yêu cầu",1 ngày trước,https://www.topcv.vn/viec-lam/business-analyst-product/1910303.html?ta_source=ITJobs_LinkDetail
Mobile Developer,Thoả thuận,CÔNG TY CỔ PHẦN KAOPIZ HOLDINGS,Hà Nội: Nam Từ Liêm,"Lập Trình (java, Kotlin, Swift, Objective C, C#, React Native, Flutter), Hiểu Biết Về Cấu Trúc Dữ Liệu Và Giải Thuật, Kiến Thức Về Lập Trình Hướng Đối Tượng (oop)",1 ngày trước,https://www.topcv.vn/viec-lam/mobile-developer/1911567.html?ta_source=ITJobs_LinkDetail
Lập Trình Viên PHP Laravel,Thoả thuận,CÔNG TY TNHH POLITETECH,Hà Nội: Cầu Giấy,"PHP, Laravel Framework, MySQL",1 ngày trước,https://www.topcv.vn/viec-lam/lap-trinh-vien-php-laravel/1911558.html?ta_source=ITJobs_LinkDetail
Senior Python Developer,Thoả thuận,Công ty Cổ phần Kaopiz Software,Hà Nội: Nam Từ Liêm,"Git, Python, RESTful APIs",1 ngày trước,https://www.topcv.vn/viec-lam/senior-python-developer/1911561.html?ta_source=ITJobs_LinkDetail
Concept Artist,Thoả thuận,Zitga studios,Hà Nội: Thanh Xuân,"Vẽ Tay, Khả năng sáng tạo, Hiểu Biết Về Màu Sắc, Ánh Sáng, Bố Cục",1 ngày trước,https://www.topcv.vn/viec-lam/concept-artist/1870142.html?ta_source=ITJobs_LinkDetail
IT Staff,Thoả thuận,CÔNG TY TNHH CÔNG NGHỆ WAYS VIỆT NAM,Hải Phòng: Hải An,"Tư duy logic, Giải quyết vấn đề, Khả Năng Làm Việc Độc Lập",1 ngày trước,https://www.topcv.vn/viec-lam/it-staff/1864302.html?ta_source=ITJobs_LinkDetail
Cộng Tác Viên Triển Khai Phần Mềm,4 - 5.7 triệu,CÔNG TY CỔ PHẦN TẬP ĐOÀN IVI,Hồ Chí Minh: Bình ThạnhHà Nội: Hai Bà Trưng,N/A,2 ngày trước,https://www.topcv.vn/viec-lam/cong-tac-vien-trien-khai-phan-mem/1329251.html?ta_source=ITJobs_LinkDetail
NLP Engineer,Thoả thuận,"CÔNG TY TNHH CÔNG NGHỆ GIA ĐÌNH (FTECH CO., LTD)",Đà Nẵng: Thanh Khê,"Xử Lý Ngôn Ngữ Tự Nhiên (nlp), Học Máy (machine Learning), Học Sâu (deep Learning)",2 ngày trước,https://www.topcv.vn/viec-lam/nlp-engineer/1910803.html?ta_source=ITJobs_LinkDetail
Mobile Developer,18 - 22 triệu,CÔNG TY CỔ PHẦN CÔNG NGHỆ DU LỊCH GIGAGO,Hà Nội: Nam Từ Liêm,"Kiến Thức Về Lập Trình Hướng Đối Tượng (oop), Quản Lý Phiên Bản (git), Hiểu Biết Về Cấu Trúc Dữ Liệu Và Giải Thuật",2 ngày trước,https://www.topcv.vn/viec-lam/mobile-developer/1854211.html?ta_source=ITJobs_LinkDetail
Mobile Developer,18 - 22 triệu,Vietnam Discovery Travel,Hà Nội: Nam Từ Liêm,"Kiến Thức Về Lập Trình Hướng Đối Tượng (oop), Quản Lý Phiên Bản (git), Hiểu Biết Về Cấu Trúc Dữ Liệu Và Giải Thuật",2 ngày trước,https://www.topcv.vn/viec-lam/mobile-developer/1854233.html?ta_source=ITJobs_LinkDetail
Nhân Viên Threat Intelligence,Thoả thuận,CÔNG TY CỔ PHẦN CÔNG NGHỆ AN NINH MẠNG QUỐC GIA VIỆT NAM,Hà Nội: Cầu Giấy,"Phân Tích Mối Đe Dọa, Điều Tra An Ninh Mạng, Phân Tích Phần Mềm Độc Hại",2 ngày trước,https://www.topcv.vn/viec-lam/nhan-vien-threat-intelligence/1910768.html?ta_source=ITJobs_LinkDetail
