Job_Name,Salary_Range,Company,Location,Required_Skills,Updated_Time,Detail_Link
AI Engineer,Thoả thuận,FPT IS,Hà Nội: Cầu GiấyĐà Nẵng,"thống kê, Xử Lý Ngôn Ngữ Tự Nhiên (nlp), Học Máy (machine Learning)",2 tuần trước,https://www.topcv.vn/brand/fptis/tuyen-dung/ai-engineer-j1888738.html?ta_source=ITJobs_LinkDetail
Fullstack Developer (NodeJS/ReactJS),Thoả thuận,FPT IS,Hà Nội: Nam Từ Liêm,"CSS, HTML, Javascript",2 tuần trước,https://www.topcv.vn/brand/fptis/tuyen-dung/fullstack-developer-nodejs-reactjs-j1888751.html?ta_source=ITJobs_LinkDetail
Mobile App Developer,15 - 18 triệu,CÔNG TY TNHH AVE FACTORY,Đà Nẵng: Hải Châu,"Kiến Thức Về Hệ Điều Hành Ios Android, Lập Trình Swift Kotlin React Native Flutter, Hiểu Biết Về Kiến Trúc Ứng Dụng Di Động (mvc, Mvvm, Clean Architecture)",2 tuần trước,https://www.topcv.vn/viec-lam/mobile-app-developer/1812884.html?ta_source=ITJobs_LinkDetail
Nhân Viên Phần Mềm,Thoả thuận,Công Ty CP XNK Y tế Domesco,Đồng Tháp: TP Cao Lãnh,"Làm việc nhóm, Quản lý thời gian, Lập Trình",2 tuần trước,https://www.topcv.vn/viec-lam/nhan-vien-phan-mem/1584559.html?ta_source=ITJobs_LinkDetail
Nhân Viên IT,Thoả thuận,CÔNG TY TNHH CHANG XIN (VIỆT NAM),Ninh Bình: TP Ninh Bình,"Kỹ năng giao tiếp, Kỹ năng làm việc nhóm, Khả năng giải quyết vấn đề",2 tuần trước,https://www.topcv.vn/viec-lam/nhan-vien-it/1887952.html?ta_source=ITJobs_LinkDetail
Thực Tập Sinh Devops,Thoả thuận,FPT Software,Hà Nội: Cầu Giấy,"Khả Năng Làm Việc Nhóm, Kiến Thức Cơ Bản Về Linux, Kiến Thức Về Quản Lý Cấu Hình (configuration Management)",2 tuần trước,https://www.topcv.vn/viec-lam/thuc-tap-sinh-devops/1683787.html?ta_source=ITJobs_LinkDetail
Trưởng Bộ Phận Phát Triển Phần Mềm Nhúng,Tới 45 triệu,CÔNG TY CỔ PHẦN CÔNG NGHỆ THÔNG MINH OXII,Hà Nội: Thanh Trì,"Quản Lý Dự Án, Kiến Trúc Hệ Thống Nhúng",2 tuần trước,https://www.topcv.vn/viec-lam/truong-bo-phan-phat-trien-phan-mem-nhung/1848615.html?ta_source=ITJobs_LinkDetail
Backend Manager (IoT),Tới 40 triệu,CÔNG TY CỔ PHẦN CÔNG NGHỆ THÔNG MINH OXII,Hà Nội: Thanh Trì,"Quản Lý Dự Án, phân tích yêu cầu, Kiến Trúc Phần Mềm",2 tuần trước,https://www.topcv.vn/viec-lam/backend-manager-iot/1848640.html?ta_source=ITJobs_LinkDetail
QC Associate,Thoả thuận,CÔNG TY CỔ PHẦN CÔNG NGHỆ TECHLAB,Hà Nội: Nam Từ Liêm,"Kỹ Năng Phân Tích Yêu Cầu, Kiến Thức Về Quy Trình Kiểm Thử Phần Mềm, Kỹ Năng Viết Test Case",2 tuần trước,https://www.topcv.vn/viec-lam/qc-associate/1808711.html?ta_source=ITJobs_LinkDetail
Giảng Viên Cơ Hữu Bộ Môn Công Nghệ Phần Mềm,Thoả thuận,TRƯỜNG ĐẠI HỌC CÔNG NGHỆ ĐÔNG Á,Hà Nội: Nam Từ Liêm,"C#, Java",2 tuần trước,https://www.topcv.vn/viec-lam/giang-vien-co-huu-bo-mon-cong-nghe-phan-mem/1149595.html?ta_source=ITJobs_LinkDetail
Giảng Viên Cơ Hữu Bộ Môn Hệ Thống Thông Tin,Thoả thuận,TRƯỜNG ĐẠI HỌC CÔNG NGHỆ ĐÔNG Á,Hà Nội: Nam Từ Liêm,"MCSA, CCNA, LPI",2 tuần trước,https://www.topcv.vn/viec-lam/giang-vien-co-huu-bo-mon-he-thong-thong-tin/1176995.html?ta_source=ITJobs_LinkDetail
Chuyên Viên Giải Pháp Phần Mềm,15 - 25 triệu,Công ty TNHH phát triển AROMA,Hồ Chí Minh: Phú NhuậnHà Nội: Đống Đa,"Giao tiếp, Quản Lý Dự Án, Phân Tích Nghiệp Vụ",2 tuần trước,https://www.topcv.vn/viec-lam/chuyen-vien-giai-phap-phan-mem/1887527.html?ta_source=ITJobs_LinkDetail
Tech Leader,Thoả thuận,Công ty cổ phần TechLead,Hà Nội: Thanh Xuân,"Lãnh đạo, Quản Lý Dự Án, Phát Triển Phần Mềm",2 tuần trước,https://www.topcv.vn/viec-lam/tech-leader/1888456.html?ta_source=ITJobs_LinkDetail
Firmware Engineer,Thoả thuận,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ PHÁT TRIỂN NĂNG LƯỢNG MẶT TRỜI BÁCH KHOA,Hồ Chí Minh: Quận 2,"Data Structures And Algorithms, Debugging",2 tuần trước,https://www.topcv.vn/viec-lam/firmware-engineer/1842077.html?ta_source=ITJobs_LinkDetail
Trưởng Nhóm Phân Tích Nghiệp Vụ,15 - 35 triệu,CÔNG TY TNHH PHÁT TRIỂN HỆ THỐNG DỊCH VỤ CÔNG NGHỆ THÔNG TIN,Hà Nội: Nam Từ Liêm,"Giao tiếp, Phân Tích Nghiệp Vụ, Lãnh đạo",2 tuần trước,https://www.topcv.vn/viec-lam/truong-nhom-phan-tich-nghiep-vu/1838138.html?ta_source=ITJobs_LinkDetail
Chuyên Viên IT (IT Support/Help Desk),15 - 17 triệu,CÔNG TY CỔ PHẦN TẬP ĐOÀN MUTOSI,Hà Nội: Hoàng Mai,"Làm việc nhóm, Khả năng giải quyết vấn đề, Kỹ Năng Lập Trình",2 tuần trước,https://www.topcv.vn/viec-lam/chuyen-vien-it-it-support-help-desk/1580697.html?ta_source=ITJobs_LinkDetail
Mobile Development,Thoả thuận,CÔNG TY CỔ PHẦN CÔNG NGHỆ TÀI CHÍNH FINHUB,Hà Nội: Cầu Giấy,"Agile, React Native, Flutter",2 tuần trước,https://www.topcv.vn/viec-lam/mobile-development/1729105.html?ta_source=ITJobs_LinkDetail
3D Game Artist,Thoả thuận,CÔNG TY CỔ PHẦN BLACKGEMS GLOBAL,Hà Nội: Cầu Giấy,"3D Max, 3D Modeling, Texturing",2 tuần trước,https://www.topcv.vn/viec-lam/3d-game-artist/1840940.html?ta_source=ITJobs_LinkDetail
Technical Lead,35 - 40 triệu,Công ty cổ phần Ecoit,Hà Nội: Thanh Xuân,"Làm việc nhóm, Lập Trình, Quản Lý Dự Án",3 tuần trước,https://www.topcv.vn/viec-lam/technical-lead/739216.html?ta_source=ITJobs_LinkDetail
Kỹ Sư Vận Hành Và Phát Triển (Devops Engineer),25 - 35 triệu,CÔNG TY CỔ PHẦN THƯƠNG MẠI & DỊCH VỤ MEDLATEC GROUP,Hà Nội: Tây Hồ,"Git, Docker, Kubernetes",3 tuần trước,https://www.topcv.vn/viec-lam/ky-su-van-hanh-va-phat-trien-devops-engineer/1718549.html?ta_source=ITJobs_LinkDetail
DevOps Engineer,20 - 35 triệu,Công ty Cổ phần Công nghệ KiotViet,Hà Nội: Hoàn Kiếm,"Linux System Administration, Cloud Computing (aws, Azure, Gcp), Containerization (docker, Kubernetes)",3 tuần trước,https://www.topcv.vn/viec-lam/devops-engineer/1887153.html?ta_source=ITJobs_LinkDetail
Bridge Software Engineer,Thoả thuận,"TECHVIFY SOFTWARE., JSC",Hà Nội: Thanh Xuân,"Giao tiếp, kỹ năng thuyết trình, Kỹ Năng Viết Báo Cáo",3 tuần trước,https://www.topcv.vn/viec-lam/bridge-software-engineer/1812125.html?ta_source=ITJobs_LinkDetail
Thực Tập Sinh Product Manager,3 - 5 triệu,Công Ty cổ phần IIG Việt Nam,Hà Nội: Cầu Giấy,N/A,3 tuần trước,https://www.topcv.vn/viec-lam/thuc-tap-sinh-product-manager/1888612.html?ta_source=ITJobs_LinkDetail
Project Manager,Thoả thuận,CÔNG TY CỔ PHẦN GLOBAL TECHNOLOGY SOLUTIONS VIỆT NAM,Hà Nội: Cầu Giấy,"Lập Trình, Quản Lý Dự Án, Tiếng Anh",3 tuần trước,https://www.topcv.vn/viec-lam/project-manager/1506763.html?ta_source=ITJobs_LinkDetail
Kỹ Sư Đảm Bảo Chất Lượng (QA/QC),15 - 20 triệu,Công ty cổ phần phương tiện điện thông minh Selex,Hà Nội: Gia Lâm,"Kiểm Tra Chất Lượng, đảm bảo chất lượng, Phân tích dữ liệu",3 tuần trước,https://www.topcv.vn/viec-lam/ky-su-dam-bao-chat-luong-qa-qc/1887792.html?ta_source=ITJobs_LinkDetail
Chuyên Viên IT Phần Mềm,Thoả thuận,Công ty TNHH Dịch vụ Mặt đất Hàng không,Khánh Hoà: TP Cam Ranh,"Lập Trình, phân tích yêu cầu, Thiết Kế Phần Mềm",3 tuần trước,https://www.topcv.vn/viec-lam/chuyen-vien-it-phan-mem/1887829.html?ta_source=ITJobs_LinkDetail
Admin Dự Án,Thoả thuận,Công ty Cổ phần Đầu tư Mobino,Hà Nội: Cầu Giấy,"Giao tiếp, Lập Kế Hoạch, Quản Lý Dự Án",3 tuần trước,https://www.topcv.vn/viec-lam/admin-du-an/1888239.html?ta_source=ITJobs_LinkDetail
"CV Triển Khai Và Vận Hành Hệ Thống CRM, SCM",Thoả thuận,Công ty Cổ phần Tập đoàn Hoa Sen,Hồ Chí Minh: Phú Nhuận,"Vận Hành Hệ Thống, Triển Khai Phần Mềm",3 tuần trước,https://www.topcv.vn/viec-lam/cv-trien-khai-va-van-hanh-he-thong-crm-scm/1888084.html?ta_source=ITJobs_LinkDetail
Playable Ads,Thoả thuận,Zitga studios,Hà Nội: Thanh Xuân,"Thiết Kế Game, cocos creator, Lập Trình Game",3 tuần trước,https://www.topcv.vn/viec-lam/playable-ads/1831673.html?ta_source=ITJobs_LinkDetail
Intern Prompt Engineer (Nocode/Lowcode),Thoả thuận,INNOTECH VIETNAM CORPORATION,Bình Dương: Dĩ An,"Kỹ năng giao tiếp, Làm việc nhóm, Phân tích dữ liệu",3 tuần trước,https://www.topcv.vn/viec-lam/intern-prompt-engineer-nocode-lowcode/1686155.html?ta_source=ITJobs_LinkDetail
SharePoint Developer,Thoả thuận,INNOTECH VIETNAM CORPORATION,Hồ Chí Minh: Quận 4,"CSS, HTML, Javascript",3 tuần trước,https://www.topcv.vn/viec-lam/sharepoint-developer/1885029.html?ta_source=ITJobs_LinkDetail
Chuyên Viên Dự Án - Chuyển Đổi Số,10 - 15 triệu,CÔNG TY TRÁCH NHIỆM HỮU HẠN MỘT THÀNH VIÊN TÍN NHA,Hồ Chí Minh: Thủ Đức,"phân tích số liệu, Chuyển Đổi Số, Quản Lý Dự Án",3 tuần trước,https://www.topcv.vn/viec-lam/chuyen-vien-du-an-chuyen-doi-so/1887680.html?ta_source=ITJobs_LinkDetail
DevOps Engineer,Thoả thuận,Công ty cổ phần Bibomart TM,Hà Nội: Từ Liêm,Linux System Administration,3 tuần trước,https://www.topcv.vn/viec-lam/devops-engineer/1886768.html?ta_source=ITJobs_LinkDetail
Java Developer - Onsite,Tới 40 triệu,Alphaway Technology,Hồ Chí Minh: Quận 1,"RESTful APIs, Kiểm Thử Phần Mềm (unit Testing, Integration Testing), Spring Framework (spring Boot, Spring Mvc, Spring Data)",3 tuần trước,https://www.topcv.vn/viec-lam/java-developer-onsite/1673007.html?ta_source=ITJobs_LinkDetail
Chuyên Viên ERP,15 - 25 triệu,Công ty Cổ phần công  nghệ thực phẩm Châu Á,Hà Nội: Hai Bà Trưng,"Giao tiếp, Quản Lý Dự Án, Phân Tích Nghiệp Vụ",3 tuần trước,https://www.topcv.vn/viec-lam/chuyen-vien-erp/1886382.html?ta_source=ITJobs_LinkDetail
Lập Trình Fullstack (.NET/AngularJS),Thoả thuận,CÔNG TY TNHH MUMESOFT INNOVATION,Hà Nội: Nam Từ Liêm,"C#, RESTful APIs, .net Framework Core",3 tuần trước,https://www.topcv.vn/viec-lam/lap-trinh-fullstack-net-angularjs/1886803.html?ta_source=ITJobs_LinkDetail
Trợ Lý Dự Án,10 - 15 triệu,Công ty cổ phần dịch vụ Viễn Thông Sô,Hà Nội: Hai Bà Trưng,"Microsoft Office, Kỹ năng giao tiếp, Kỹ năng Thuyết phục",3 tuần trước,https://www.topcv.vn/viec-lam/tro-ly-du-an/1443142.html?ta_source=ITJobs_LinkDetail
Nhân Viên Đánh Giá An Toàn Thông Tin,Thoả thuận,Công Ty TNHH BlueCyber,Hà Nội: Cầu Giấy,"Đánh giá rủi ro, Kỹ Năng Viết Báo Cáo, Phân Tích Lỗ Hổng Bảo Mật",3 tuần trước,https://www.topcv.vn/viec-lam/nhan-vien-danh-gia-an-toan-thong-tin/1838639.html?ta_source=ITJobs_LinkDetail
Kỹ Sư Mạng (Network Engineer),Thoả thuận,CÔNG TY TNHH CÔNG NGHỆ 44+,Hà Nội: Cầu Giấy,"TCP/IP, An Ninh Mạng, Định Tuyến (routing)",3 tuần trước,https://www.topcv.vn/viec-lam/ky-su-mang-network-engineer/1830288.html?ta_source=ITJobs_LinkDetail
Java Developer,Tới 34 triệu,Alphaway Technology,"Hà Nội: Đống Đa, Hai Bà Trưng","Java, SQL, Spring Framework",3 tuần trước,https://www.topcv.vn/viec-lam/java-developer/1830587.html?ta_source=ITJobs_LinkDetail
Trưởng Nhóm ESG,25 - 35 triệu,Công ty Cổ phần Tập đoàn Meey Land,Hà Nội: Đống Đa,"Kỹ năng lãnh đạo, Kỹ năng giao tiếp, Kỹ Năng Quản Lý Dự Án",3 tuần trước,https://www.topcv.vn/viec-lam/truong-nhom-esg/1887442.html?ta_source=ITJobs_LinkDetail
Senior Business Analyst - TA171,Thoả thuận,NGÂN HÀNG THƯƠNG MẠI CỔ PHẦN VIỆT NAM THỊNH VƯỢNG,Hà Nội: Đống Đa,"Giao tiếp, Phân tích dữ liệu, Phân Tích Nghiệp Vụ",3 tuần trước,https://www.topcv.vn/viec-lam/senior-business-analyst-ta171/1886851.html?ta_source=ITJobs_LinkDetail
Chuyên Viên IT,8 - 10 triệu,CÔNG TY CỔ PHẦN NHA TRANG - ĐÀ LẠT,Lâm Đồng: TP Đà Lạt,"Khả năng giải quyết vấn đề, kỹ năng phân tích, Kiến Thức Về Phần Cứng Máy Tính",3 tuần trước,https://www.topcv.vn/viec-lam/chuyen-vien-it/1887265.html?ta_source=ITJobs_LinkDetail
IT Engineer(ERP),Thoả thuận,CÔNG TY TNHH WGR INDUSTRIES,Bình Định: Vân Canh,N/A,3 tuần trước,https://www.topcv.vn/viec-lam/it-engineererp/1469070.html?ta_source=ITJobs_LinkDetail
Project Manager (Japan),Thoả thuận,FPT Software,Đà Nẵng: Ngũ Hành Sơn,"Quản Lý Dự Án, Giao Tiếp Tiếng Nhật (n2 Trở Lên), Kỹ Năng Giao Tiếp Đa Văn Hóa",3 tuần trước,https://www.topcv.vn/viec-lam/project-manager-japan/1887826.html?ta_source=ITJobs_LinkDetail
DevOps Engineer,Thoả thuận,FPT Software,Hà Nội: Cầu Giấy,"Git, Docker, Kubernetes",3 tuần trước,https://www.topcv.vn/viec-lam/devops-engineer/1782742.html?ta_source=ITJobs_LinkDetail
IT Network & Support Specialist_NIGHT SHIFT,10 - 14 triệu,Công Ty TNHH WORLDCRAFT LOGISTICS,Khánh Hoà: TP Nha Trang,"Kỹ năng giải quyết vấn đề, Khả Năng Làm Việc Nhóm, Khả Năng Quản Lý Thời Gian Hiệu Quả",3 tuần trước,https://www.topcv.vn/viec-lam/it-network-support-specialist-night-shift/1877624.html?ta_source=ITJobs_LinkDetail
Kỹ Sư Tài Năng - Ứng Dụng Điện Thoại,6 - 8 triệu,FPT Software,Hà Nội: Thạch Thất,"Android, Java, Kotlin",3 tuần trước,https://www.topcv.vn/viec-lam/ky-su-tai-nang-ung-dung-dien-thoai/1125949.html?ta_source=ITJobs_LinkDetail
Loyalty Lead,Thoả thuận,TẬP ĐOÀN CÔNG NGHIỆP - VIỄN THÔNG QUÂN ĐỘI,Hà Nội: Từ Liêm,"Xây Dựng Chương Trình Khách Hàng Thân Thiết, Phân Tích Dữ Liệu Khách Hàng, Quản Lý Dự Án",3 tuần trước,https://www.topcv.vn/viec-lam/loyalty-lead/1887274.html?ta_source=ITJobs_LinkDetail
AI Engineer,"Tới 1,500 USD",CÔNG TY TNHH VETC DIGITAL,Hà Nội: Nam Từ Liêm,"Lập Trình Python, Học Máy (machine Learning), Học Sâu (deep Learning)",3 tuần trước,https://www.topcv.vn/viec-lam/ai-engineer/1887328.html?ta_source=ITJobs_LinkDetail
Flutter Developer,Tới 30 triệu,CÔNG TY CỔ PHẦN TƯ VẤN CÔNG NGHỆ NGS,"Hà Nội: Tây Hồ, Cầu Giấy","Flutter, Dart, RESTful APIs",3 tuần trước,https://www.topcv.vn/viec-lam/flutter-developer/1886817.html?ta_source=ITJobs_LinkDetail
Lập Trình Viên Back-End,18 - 20 triệu,CÔNG TY TNHH NEO TALENT,Hà Nội: Hai Bà Trưng,"API, Lập Trình, Kiểm Soát Phiên Bản (git)",3 tuần trước,https://www.topcv.vn/viec-lam/lap-trinh-vien-back-end/1886071.html?ta_source=ITJobs_LinkDetail
Lập Trình Viên Front-End,13 - 15 triệu,CÔNG TY TNHH NEO TALENT,Hà Nội: Hai Bà Trưng,"Javascript, UI/UX, HTML/CSS",3 tuần trước,https://www.topcv.vn/viec-lam/lap-trinh-vien-front-end/1886006.html?ta_source=ITJobs_LinkDetail
Chuyên Viên Kỹ Thuật,Thoả thuận,CÔNG TY CỔ PHẦN PHÂN PHỐI CÔNG NGHỆ QUANG DŨNG,Hồ Chí Minh: Quận 3,"Kiến Thức Chuyên Môn Về Lĩnh Vực Kỹ Thuật Liên Quan, Khả năng giải quyết vấn đề, kỹ năng phân tích",3 tuần trước,https://www.topcv.vn/viec-lam/chuyen-vien-ky-thuat/1887154.html?ta_source=ITJobs_LinkDetail
Chuyên Viên Kiểm Thử Manual Tester,18 - 20 triệu,CÔNG TY TNHH NEO TALENT,Hà Nội: Hai Bà Trưng,"Kỹ Năng Phân Tích Yêu Cầu, Kiến Thức Về Kiểm Thử Phần Mềm, Kỹ Năng Viết Test Case",3 tuần trước,https://www.topcv.vn/viec-lam/chuyen-vien-kiem-thu-manual-tester/1886105.html?ta_source=ITJobs_LinkDetail
Lập Trình Odoo (Python),15 - 25 triệu,Công ty Cổ phẩn Thương mại Dược Vương,Hà Nội: Hoài Đức,"ERP, Python, SQL",3 tuần trước,https://www.topcv.vn/viec-lam/lap-trinh-odoo-python/1768155.html?ta_source=ITJobs_LinkDetail
Project Manager (Quản Lý Dự Án),Thoả thuận,Công ty cổ phần AppotaPay,Hà Nội: Ba Đình,"Lập Kế Hoạch Dự Án, Quản Lý Rủi Ro, Quản lý thời gian",3 tuần trước,https://www.topcv.vn/viec-lam/project-manager-quan-ly-du-an/1887146.html?ta_source=ITJobs_LinkDetail
Voice/Speech Engineer,Thoả thuận,"CÔNG TY TNHH CÔNG NGHỆ GIA ĐÌNH (FTECH CO., LTD)",Hà Nội: Đống Đa,N/A,3 tuần trước,https://www.topcv.vn/viec-lam/voice-speech-engineer/1887049.html?ta_source=ITJobs_LinkDetail
BrSE (Thị Trường Hàn Quốc),Tới 50 triệu,Viettel Software,Hà Nội: Cầu Giấy,"Tiếng Hàn (thành Thạo), Tiếng Anh (giao Tiếp), Kỹ năng giao tiếp",3 tuần trước,https://www.topcv.vn/viec-lam/brse-thi-truong-han-quoc/1886916.html?ta_source=ITJobs_LinkDetail
Site Reliability Engineer (SRE)/ Devops Engineer,Thoả thuận,CÔNG TY CỔ PHẦN CÔNG NGHỆ SAVA META,Hà Nội: Hai Bà Trưng,"Linux System Administration, Cloud Computing (aws, Azure, Gcp), Containerization (docker, Kubernetes)",3 tuần trước,https://www.topcv.vn/viec-lam/site-reliability-engineer-sre-devops-engineer/1886741.html?ta_source=ITJobs_LinkDetail
Senior Database Engineer,Thoả thuận,CÔNG TY CỔ PHẦN CÔNG NGHỆ SAVA META,Hà Nội: Hai Bà Trưng,"Data Modeling, Sql (t Sql, Pl Sql, Mysql, Postgresql, Etc.), Database Design (normalization, Indexing, Etc.)",3 tuần trước,https://www.topcv.vn/viec-lam/senior-database-engineer/1652954.html?ta_source=ITJobs_LinkDetail
"Fullstack Developer (.NET, React, SQL, C#)","Tới 1,500 USD",CÔNG TY CỔ PHẦN CÔNG NGHỆ VÀ TRUYỀN THÔNG AWING VIỆT NAM,Hà Nội: Đống Đa,".NET, C#, SQL",3 tuần trước,https://www.topcv.vn/viec-lam/fullstack-developer-net-react-sql-c/1835045.html?ta_source=ITJobs_LinkDetail
Flutter Developer,15 - 20 triệu,CÔNG TY TNHH HORUS PRODUCTIONS,Hà Nội: Nam Từ Liêm,"Git, Dart, REST APIs",3 tuần trước,https://www.topcv.vn/viec-lam/flutter-developer/1569013.html?ta_source=ITJobs_LinkDetail
Fullstack Developer,15 - 35 triệu,CÔNG TY TNHH HORUS PRODUCTIONS,Hà Nội: Nam Từ Liêm,"Javascript, HTML/CSS, Database Management (sql, Nosql)",3 tuần trước,https://www.topcv.vn/viec-lam/fullstack-developer/1840596.html?ta_source=ITJobs_LinkDetail
Phát Triển Sản Phẩm Product Owner/Project Manager,15 - 25 triệu,CÔNG TY TNHH GIẢI PHÁP CÔNG NGHỆ TRIPLAYZ,Hà Nội: Hai Bà Trưng,"Figma, UI/UX, Quản Lý Dự Án",3 tuần trước,https://www.topcv.vn/viec-lam/phat-trien-san-pham-product-owner-project-manager/1738015.html?ta_source=ITJobs_LinkDetail
Java Backend Techlead (Chứng Khoán),Thoả thuận,CÔNG TY TNHH CHARTERTECH GLOBAL,Hà Nội: Cầu Giấy,"Java, Chứng Khoán, RESTful APIs",3 tuần trước,https://www.topcv.vn/viec-lam/java-backend-techlead-chung-khoan/1842974.html?ta_source=ITJobs_LinkDetail
Nhân Viên IT Helpdesk/ Support,Thoả thuận,CÔNG TY CỔ PHẦN THỰC PHẨM VÀ NƯỚC GIẢI KHÁT NAM VIỆT,Bình Dương: Dĩ An,"Kỹ năng giao tiếp, Kỹ năng làm việc nhóm, Khả năng giải quyết vấn đề",3 tuần trước,https://www.topcv.vn/brand/cong-ty-co-phan-thuc-pham-va-nuoc-giai-khat-nam-viet-198931/tuyen-dung/nhan-vien-it-helpdesk-support-j1886502.html?ta_source=ITJobs_LinkDetail
Data Engineer (Dự Án Banking),20 - 30 triệu,CÔNG TY CỔ PHẦN PARALINE SOFTWARE,Hà Nội: Cầu Giấy,"MongoDB, Oracle, PostgreSQL",3 tuần trước,https://www.topcv.vn/viec-lam/data-engineer-du-an-banking/124329.html?ta_source=ITJobs_LinkDetail
Database Administrator,Thoả thuận,CÔNG TY TNHH ĐẦU TƯ TẬP ĐOÀN MẶT TRỜI,Hà Nội: Hai Bà Trưng,"SQL, Quản Trị Cơ Sở Dữ Liệu (database Administration), Sao Lưu Và Phục Hồi Dữ Liệu (backup And Recovery)",3 tuần trước,https://www.topcv.vn/viec-lam/database-administrator/1886244.html?ta_source=ITJobs_LinkDetail
.NET Developer (Willing Reskill Power Platform),Thoả thuận,FPT Software,Hồ Chí Minh: Thủ Đức,".net Framework Core, C#, Asp.net (mvc Web Api)",3 tuần trước,https://www.topcv.vn/viec-lam/net-developer-willing-reskill-power-platform/1886945.html?ta_source=ITJobs_LinkDetail
Chuyên Viên Hỗ Trợ Vận Hành (IT Support),Thoả thuận,CÔNG TY CỔ PHẦN THE SUPRA,Bắc Ninh: Yên PhongHải Phòng: Hải An,"Kỹ năng giao tiếp, Khả năng giải quyết vấn đề, khả năng làm việc độc lập và theo nhóm",3 tuần trước,https://www.topcv.vn/viec-lam/chuyen-vien-ho-tro-van-hanh-it-support/1886225.html?ta_source=ITJobs_LinkDetail
Chuyên Viên Quản Trị Mạng (Network Engineer),"Tới 1,000 USD",CÔNG TY TNHH VETC DIGITAL,Hà Nội: Nam Từ Liêm,"TCP/IP, Định Tuyến (routing), Chuyển Mạch (switching)",3 tuần trước,https://www.topcv.vn/viec-lam/chuyen-vien-quan-tri-mang-network-engineer/1884432.html?ta_source=ITJobs_LinkDetail
Product Owner,"Tới 1,400 USD",CÔNG TY TNHH VETC DIGITAL,Hà Nội: Nam Từ Liêm,"Làm việc nhóm, Giao tiếp, Phân Tích Nghiệp Vụ",3 tuần trước,https://www.topcv.vn/viec-lam/product-owner/1882564.html?ta_source=ITJobs_LinkDetail
Data Scientist (Credit Ratings),Thoả thuận,Công ty Cổ phần MISA,Hà Nội: Bắc Từ Liêm,"thống kê, Xử Lý Dữ Liệu, Khai Thác Dữ Liệu",3 tuần trước,https://www.topcv.vn/brand/congtycophanmisa/tuyen-dung/data-scientist-credit-ratings-j1880003.html?ta_source=ITJobs_LinkDetail
Senior Product Owner – Online Travel - Hybrid Work,Thoả thuận,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ VEXERE,Hồ Chí Minh: Quận 4,"Stakeholder Management, Agile Methodologies, Prioritization",3 tuần trước,https://www.topcv.vn/viec-lam/senior-product-owner-online-travel-hybrid-work/1886658.html?ta_source=ITJobs_LinkDetail
Nhân Viên Công Nghệ Thông Tin,Thoả thuận,CN TẠI MIỀN NAM - CÔNG TY CỔ PHẦN THIẾT KẾ LỤC GIÁC,Hồ Chí Minh: Quận 12,"Kỹ năng giao tiếp, Khả năng giải quyết vấn đề, khả năng làm việc độc lập và theo nhóm",3 tuần trước,https://www.topcv.vn/viec-lam/nhan-vien-cong-nghe-thong-tin/1887075.html?ta_source=ITJobs_LinkDetail
Project Manager / Product Owner,Thoả thuận,CÔNG TY TRÁCH NHIỆM HỮU HẠN GIẢI PHÁP CÔNG NGHỆ CỘNG,Hà Nội: Cầu Giấy,"Làm việc nhóm, Quản lý thời gian, Quản Lý Dự Án",3 tuần trước,https://www.topcv.vn/viec-lam/project-manager-product-owner/1625228.html?ta_source=ITJobs_LinkDetail
Product Manager (AI Product),Tới 50 triệu,CÔNG TY CỔ PHẦN ZTO LABS,Hà Nội: Cầu Giấy,"Product Strategy, Communication",3 tuần trước,https://www.topcv.vn/viec-lam/product-manager-ai-product/1886198.html?ta_source=ITJobs_LinkDetail
Senior Software Tester,Tới 45 triệu,CÔNG TY CỔ PHẦN ZTO LABS,Hà Nội: Cầu Giấy,"Kiểm thử phần mềm, Thiết Kế Test Case, Thực Thi Test Case",3 tuần trước,https://www.topcv.vn/viec-lam/senior-software-tester/1886068.html?ta_source=ITJobs_LinkDetail
Frontend Developer (AI Product),Tới 55 triệu,CÔNG TY CỔ PHẦN ZTO LABS,Hà Nội: Cầu Giấy,ReactJS,3 tuần trước,https://www.topcv.vn/viec-lam/frontend-developer-ai-product/1886042.html?ta_source=ITJobs_LinkDetail
Trưởng Phòng Business Analyst,25 - 35 triệu,CÔNG TY CỔ PHẦN LIFETEX,Hà Nội: Thanh Xuân,"Phân Tích Nghiệp Vụ, Mô Hình Hóa Dữ Liệu, Thu Thập Và Phân Tích Dữ Liệu",3 tuần trước,https://www.topcv.vn/viec-lam/truong-phong-business-analyst/1720313.html?ta_source=ITJobs_LinkDetail
Product Owner,15 - 25 triệu,CÔNG TY CỔ PHẦN TRUYỀN THÔNG VÀ GIẢI TRÍ HG MEDIA,Hà Nội: Đống Đa,"Product Vision, Product Backlog Management, Prioritization",3 tuần trước,https://www.topcv.vn/viec-lam/product-owner/1885965.html?ta_source=ITJobs_LinkDetail
Nhân Viên IT Phần Cứng,Thoả thuận,Công Ty TNHH ITM Semiconductor Vietnam,Bắc Ninh: Từ Sơn,N/A,3 tuần trước,https://www.topcv.vn/viec-lam/nhan-vien-it-phan-cung/1154672.html?ta_source=ITJobs_LinkDetail
